Scenario,Name,Age,Race,Gender,SO,answer,,,,,,,,,,
Stigmatizing_Doubt-01,R,41,White,Man,hetro,33,3,4,4,4,3,3,2,3,4,3
Stigmatizing_Doubt-04,R,41,White,Man,hetro,31,3,4,3,2,2,2,4,4,3,4
Stigmatizing_Doubt-07,R,41,White,Man,hetro,24,2,4,3,2,2,2,2,2,3,2
Stigmatizing_Blame-01,R,41,White,Man,hetro,27,3,4,3,2,3,3,2,2,3,2
Stigmatizing_Blame-04,R,41,White,Man,hetro,25,3,4,3,2,3,2,2,1,3,2
Stigmatizing_Blame-07,R,41,White,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing_Stereotyping-01,R,41,White,Man,hetro,27,2,4,3,2,3,2,2,3,4,2
Stigmatizing_Stereotyping-04,R,41,White,Man,hetro,24,2,4,3,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-07,R,41,White,Man,hetro,24,2,4,3,2,2,2,2,2,3,2
Neutral-01,R,41,White,Woman,hetro,25,3,2,3,2,3,3,2,2,3,2
Stigmatizing-01,R,41,White,Woman,hetro,0,,,,,,,,,,
Stigmatizing-04,R,41,White,Woman,hetro,23,3,2,3,2,2,2,2,2,3,2
Stigmatizing-07,R,41,White,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing-14,R,41,White,Woman,hetro,19,2,3,2,1,1,1,2,2,3,2
Stigmatizing-21,R,41,White,Woman,hetro,17,1,3,2,1,1,1,2,1,3,2
Stigmatizing_Doubt-01,R,41,White,Woman,hetro,26,3,4,3,2,2,3,2,2,3,2
Stigmatizing_Doubt-04,R,41,White,Woman,hetro,26,2,4,3,2,2,4,2,2,3,2
Stigmatizing_Doubt-07,R,41,White,Woman,hetro,23,2,3,3,2,2,2,2,2,3,2
Stigmatizing_Blame-01,R,41,White,Woman,hetro,28,3,4,3,2,3,3,3,2,3,2
Stigmatizing_Blame-04,R,41,White,Woman,hetro,25,2,4,3,2,3,2,2,2,3,2
Stigmatizing_Blame-07,R,41,White,Woman,hetro,30,2,4,3,1,3,4,2,5,3,3
Stigmatizing_Stereotyping-01,R,41,White,Woman,hetro,28,3,4,3,2,3,2,3,3,2,3
Stigmatizing_Stereotyping-04,R,41,White,Woman,hetro,22,2,3,3,2,2,1,2,2,3,2
Stigmatizing_Stereotyping-07,R,41,White,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Neutral-01,R,41,Asian,Man,hetro,28,3,4,4,2,3,3,2,2,3,2
Stigmatizing-01,R,41,Asian,Man,hetro,32,3,4,3,2,3,3,3,4,3,4
Stigmatizing-04,R,41,Asian,Man,hetro,26,2,4,3,2,2,4,2,2,3,2
Stigmatizing-07,R,41,Asian,Man,hetro,19,2,3,2,1,1,1,2,2,3,2
Stigmatizing-14,R,41,Asian,Man,hetro,19,2,3,2,1,1,1,2,2,3,2
Stigmatizing-21,R,41,Asian,Man,hetro,18,1,3,2,1,1,1,2,2,3,2
Stigmatizing_Doubt-01,R,41,Asian,Man,hetro,30,3,4,4,2,3,3,3,2,3,3
Stigmatizing_Doubt-04,R,41,Asian,Man,hetro,26,3,4,2,2,2,4,2,2,3,2
Stigmatizing_Doubt-07,R,41,Asian,Man,hetro,24,2,4,3,2,2,2,2,2,3,2
Stigmatizing_Blame-01,R,41,Asian,Man,hetro,32,3,4,4,2,3,4,2,3,4,3
Stigmatizing_Blame-04,R,41,Asian,Man,hetro,30,3,4,3,2,2,2,3,4,3,4
Stigmatizing_Blame-07,R,41,Asian,Man,hetro,26,2,4,3,1,1,1,2,5,3,4
Stigmatizing_Stereotyping-01,R,41,Asian,Man,hetro,27,3,4,3,2,3,3,2,2,3,2
Stigmatizing_Stereotyping-04,R,41,Asian,Man,hetro,25,2,4,3,2,3,2,2,2,3,2
Stigmatizing_Stereotyping-07,R,41,Asian,Man,hetro,28,2,3,2,2,2,2,4,4,3,4
Neutral-01,R,41,Asian,Woman,hetro,32,3,4,4,4,3,3,3,2,3,3
Stigmatizing-01,R,41,Asian,Woman,hetro,34,3,4,4,4,3,3,3,3,4,3
Stigmatizing-04,R,41,Asian,Woman,hetro,25,2,4,3,2,3,2,2,2,3,2
Stigmatizing-07,R,41,Asian,Woman,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing-14,R,41,Asian,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing-21,R,41,Asian,Woman,hetro,17,1,2,2,1,1,1,2,2,3,2
Stigmatizing_Doubt-01,R,41,Asian,Woman,hetro,29,3,4,3,2,3,3,2,2,4,3
Stigmatizing_Doubt-04,R,41,Asian,Woman,hetro,22,2,3,3,2,2,1,2,2,3,2
Stigmatizing_Doubt-07,R,41,Asian,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing_Blame-01,R,41,Asian,Woman,hetro,28,3,4,3,2,3,4,2,2,3,2
Stigmatizing_Blame-04,R,41,Asian,Woman,hetro,27,3,2,3,2,2,2,3,4,3,3
Stigmatizing_Blame-07,R,41,Asian,Woman,hetro,31,2,4,3,2,2,2,4,5,3,4
Stigmatizing_Stereotyping-01,R,41,Asian,Woman,hetro,29,3,4,3,2,2,2,2,4,3,4
Stigmatizing_Stereotyping-04,R,41,Asian,Woman,hetro,23,2,3,3,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-07,R,41,Asian,Woman,hetro,23,2,4,3,2,2,1,2,2,3,2
Neutral-01,R,41,Hispanic,Man,hetro,33,3,4,4,4,3,3,2,3,4,3
Stigmatizing-01,R,41,Hispanic,Man,hetro,28,2,3,4,2,3,2,2,3,4,3
Stigmatizing-04,R,41,Hispanic,Man,hetro,27,3,4,3,2,3,3,2,2,3,2
Stigmatizing-07,R,41,Hispanic,Man,hetro,23,2,3,2,2,3,2,2,2,3,2
Stigmatizing-14,R,41,Hispanic,Man,hetro,21,2,4,3,1,1,1,2,2,3,2
Stigmatizing-21,R,41,Hispanic,Man,hetro,14,1,3,2,1,1,1,1,1,2,1
Stigmatizing_Doubt-01,R,41,Hispanic,Man,hetro,26,3,4,3,2,2,3,2,2,3,2
Stigmatizing_Doubt-04,R,41,Hispanic,Man,hetro,26,3,4,3,2,2,3,2,2,3,2
Stigmatizing_Doubt-07,R,41,Hispanic,Man,hetro,30,2,4,3,2,2,2,4,4,3,4
Stigmatizing_Blame-01,R,41,Hispanic,Man,hetro,26,2,3,4,2,2,4,2,2,3,2
Stigmatizing_Blame-04,R,41,Hispanic,Man,hetro,26,2,4,3,2,2,4,2,2,3,2
Stigmatizing_Blame-07,R,41,Hispanic,Man,hetro,23,2,4,3,2,2,2,2,1,3,2
Stigmatizing_Stereotyping-01,R,41,Hispanic,Man,hetro,28,3,4,3,2,2,3,3,2,3,3
Stigmatizing_Stereotyping-04,R,41,Hispanic,Man,hetro,25,2,4,3,2,3,2,2,2,3,2
Stigmatizing_Stereotyping-07,R,41,Hispanic,Man,hetro,24,2,4,3,2,2,2,2,2,3,2
Neutral-01,R,41,Hispanic,Woman,hetro,33,4,4,4,4,2,3,3,2,4,3
Stigmatizing-01,R,41,Hispanic,Woman,hetro,28,3,4,3,2,3,3,2,2,3,3
Stigmatizing-04,R,41,Hispanic,Woman,hetro,27,3,4,3,2,2,2,3,2,3,3
Stigmatizing-07,R,41,Hispanic,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing-14,R,41,Hispanic,Woman,hetro,20,2,3,2,2,1,1,2,2,3,2
Stigmatizing-21,R,41,Hispanic,Woman,hetro,18,1,3,2,1,1,1,2,2,3,2
Stigmatizing_Doubt-01,R,41,Hispanic,Woman,hetro,30,3,4,3,4,3,4,2,2,3,2
Stigmatizing_Doubt-04,R,41,Hispanic,Woman,hetro,31,3,4,3,2,2,2,4,4,3,4
Stigmatizing_Doubt-07,R,41,Hispanic,Woman,hetro,23,2,3,3,2,2,2,2,2,3,2
Stigmatizing_Blame-01,R,41,Hispanic,Woman,hetro,26,3,2,3,2,4,2,3,2,3,2
Stigmatizing_Blame-04,R,41,Hispanic,Woman,hetro,31,2,4,3,2,2,3,4,4,3,4
Stigmatizing_Blame-07,R,41,Hispanic,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-01,R,41,Hispanic,Woman,hetro,26,2,3,3,2,2,4,2,3,3,2
Stigmatizing_Stereotyping-04,R,41,Hispanic,Woman,hetro,27,3,4,2,2,4,3,2,2,3,2
Stigmatizing_Stereotyping-07,R,41,Hispanic,Woman,hetro,23,2,3,3,2,2,2,2,2,3,2
Neutral-01,R,42,Black,Man,hetro,28,3,2,4,2,3,3,3,2,3,3
Stigmatizing-01,R,42,Black,Man,hetro,27,3,4,3,2,2,3,3,2,3,2
Stigmatizing-04,R,42,Black,Man,hetro,27,3,2,3,2,2,3,3,4,2,3
Stigmatizing-07,R,42,Black,Man,hetro,24,2,4,3,2,3,2,2,1,3,2
Stigmatizing-14,R,42,Black,Man,hetro,23,2,3,3,2,2,2,2,2,3,2
Stigmatizing-21,R,42,Black,Man,hetro,19,2,3,2,2,2,2,1,1,3,1
Stigmatizing_Doubt-01,R,42,Black,Man,hetro,29,3,4,4,2,4,3,2,2,3,2
Stigmatizing_Doubt-04,R,42,Black,Man,hetro,29,3,4,4,2,2,3,3,2,3,3
Stigmatizing_Doubt-07,R,42,Black,Man,hetro,30,3,4,3,2,2,2,4,4,2,4
Stigmatizing_Blame-01,R,42,Black,Man,hetro,31,3,4,4,2,3,3,2,3,4,3
Stigmatizing_Blame-04,R,42,Black,Man,hetro,30,3,4,3,2,2,2,3,4,3,4
Stigmatizing_Blame-07,R,42,Black,Man,hetro,26,2,4,3,2,2,4,2,2,3,2
Stigmatizing_Stereotyping-01,R,42,Black,Man,hetro,31,3,4,3,2,3,2,3,4,3,4
Stigmatizing_Stereotyping-04,R,42,Black,Man,hetro,22,2,3,3,2,2,1,2,2,3,2
Stigmatizing_Stereotyping-07,R,42,Black,Man,hetro,22,2,4,3,1,1,2,2,2,3,2
Neutral-01,R,42,Black,Woman,hetro,32,3,4,4,4,2,3,3,2,4,3
Stigmatizing-01,R,42,Black,Woman,hetro,26,3,2,4,2,3,3,2,2,3,2
Stigmatizing-04,R,42,Black,Woman,hetro,25,2,4,3,2,2,3,2,2,3,2
Stigmatizing-07,R,42,Black,Woman,hetro,24,2,4,3,2,2,2,2,2,3,2
Stigmatizing-14,R,42,Black,Woman,hetro,18,2,3,2,1,1,1,2,2,2,2
Stigmatizing-21,R,42,Black,Woman,hetro,18,2,3,3,1,1,1,1,1,3,2
Stigmatizing_Doubt-01,R,42,Black,Woman,hetro,28,2,3,4,2,3,2,2,3,4,3
Stigmatizing_Doubt-04,R,42,Black,Woman,hetro,28,2,4,3,2,3,2,3,2,4,3
Stigmatizing_Doubt-07,R,42,Black,Woman,hetro,25,3,4,3,2,2,2,2,2,3,2
Stigmatizing_Blame-01,R,42,Black,Woman,hetro,26,3,2,3,2,2,2,3,4,2,3
Stigmatizing_Blame-04,R,42,Black,Woman,hetro,28,3,4,3,2,3,2,3,2,3,3
Stigmatizing_Blame-07,R,42,Black,Woman,hetro,23,2,4,3,2,2,2,2,1,3,2
Stigmatizing_Stereotyping-01,R,42,Black,Woman,hetro,25,3,2,3,2,3,2,3,2,3,2
Stigmatizing_Stereotyping-04,R,42,Black,Woman,hetro,23,2,3,3,2,2,1,2,3,3,2
Stigmatizing_Stereotyping-07,R,42,Black,Woman,hetro,26,2,4,3,2,2,4,2,2,3,2
Neutral-01,R,42,White,Man,hetro,0,,,,,,,,,,
Stigmatizing-01,R,42,White,Man,hetro,28,2,4,3,2,3,2,2,3,4,3
Stigmatizing-04,R,42,White,Man,hetro,25,2,4,3,2,3,2,2,2,3,2
Stigmatizing-07,R,42,White,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing-14,R,42,White,Man,hetro,18,2,4,3,1,1,1,1,1,3,1
Stigmatizing-21,R,42,White,Man,hetro,19,2,3,3,2,2,2,1,1,2,1
Stigmatizing_Doubt-01,R,42,White,Man,hetro,28,3,4,3,2,4,3,2,2,3,2
Stigmatizing_Doubt-04,R,42,White,Man,hetro,26,2,4,3,2,3,2,2,3,3,2
Stigmatizing_Doubt-07,R,42,White,Man,hetro,25,2,4,3,2,3,2,2,2,3,2
Stigmatizing_Blame-01,R,42,White,Man,hetro,31,3,4,3,2,4,3,3,2,4,3
Stigmatizing_Blame-04,R,42,White,Man,hetro,24,3,4,2,2,2,2,2,2,3,2
Stigmatizing_Blame-07,R,42,White,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing_Stereotyping-01,R,42,White,Man,hetro,28,3,4,3,2,2,2,3,3,3,3
Stigmatizing_Stereotyping-04,R,42,White,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-07,R,42,White,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Neutral-01,R,42,White,Woman,hetro,30,3,4,3,4,3,4,2,2,3,2
Stigmatizing-01,R,42,White,Woman,hetro,26,3,2,3,2,2,3,3,2,3,3
Stigmatizing-04,R,42,White,Woman,hetro,30,3,4,3,2,2,2,3,4,3,4
Stigmatizing-07,R,42,White,Woman,hetro,24,2,4,3,2,2,2,2,2,3,2
Stigmatizing-14,R,42,White,Woman,hetro,23,2,3,3,2,2,2,2,2,3,2
Stigmatizing-21,R,42,White,Woman,hetro,23,2,3,3,2,2,2,2,2,3,2
Stigmatizing_Doubt-01,R,42,White,Woman,hetro,25,3,2,3,2,2,2,3,2,3,3
Stigmatizing_Doubt-04,R,42,White,Woman,hetro,26,3,4,3,2,2,3,2,2,3,2
Stigmatizing_Doubt-07,R,42,White,Woman,hetro,22,2,3,3,2,2,1,2,2,3,2
Stigmatizing_Blame-01,R,42,White,Woman,hetro,27,3,4,3,2,3,3,2,2,3,2
Stigmatizing_Blame-04,R,42,White,Woman,hetro,23,4,2,3,2,2,2,2,1,3,2
Stigmatizing_Blame-07,R,42,White,Woman,hetro,22,2,4,2,2,2,2,2,1,3,2
Stigmatizing_Stereotyping-01,R,42,White,Woman,hetro,31,3,4,4,2,2,3,3,4,3,3
Stigmatizing_Stereotyping-04,R,42,White,Woman,hetro,28,3,4,3,2,4,3,2,2,3,2
Stigmatizing_Stereotyping-07,R,42,White,Woman,hetro,21,2,3,2,2,2,1,2,2,3,2
Neutral-01,R,42,Asian,Man,hetro,30,3,4,3,2,3,3,3,2,4,3
Stigmatizing-01,R,42,Asian,Man,hetro,27,3,2,3,2,2,2,3,4,3,3
Stigmatizing-04,R,42,Asian,Man,hetro,24,3,4,2,2,2,2,2,2,3,2
Stigmatizing-07,R,42,Asian,Man,hetro,22,2,3,3,2,2,1,2,2,3,2
Stigmatizing-14,R,42,Asian,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing-21,R,42,Asian,Man,hetro,19,2,3,2,1,1,1,2,2,3,2
Stigmatizing_Doubt-01,R,42,Asian,Man,hetro,26,3,4,3,2,2,3,2,2,3,2
Stigmatizing_Doubt-04,R,42,Asian,Man,hetro,23,2,4,3,2,2,1,2,2,3,2
Stigmatizing_Doubt-07,R,42,Asian,Man,hetro,24,2,4,3,2,2,2,2,2,3,2
Stigmatizing_Blame-01,R,42,Asian,Man,hetro,24,3,2,3,2,3,2,2,2,3,2
Stigmatizing_Blame-04,R,42,Asian,Man,hetro,26,4,2,3,2,2,1,3,4,2,3
Stigmatizing_Blame-07,R,42,Asian,Man,hetro,23,2,4,3,2,2,2,2,1,3,2
Stigmatizing_Stereotyping-01,R,42,Asian,Man,hetro,26,3,4,3,2,2,3,2,2,3,2
Stigmatizing_Stereotyping-04,R,42,Asian,Man,hetro,23,2,3,3,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-07,R,42,Asian,Man,hetro,28,3,4,4,2,2,4,2,2,3,2
Neutral-01,R,42,Asian,Woman,hetro,26,3,2,3,2,3,3,3,2,3,2
Stigmatizing-01,R,42,Asian,Woman,hetro,29,3,4,3,2,2,3,3,2,4,3
Stigmatizing-04,R,42,Asian,Woman,hetro,26,2,4,3,2,3,2,2,2,4,2
Stigmatizing-07,R,42,Asian,Woman,hetro,24,2,4,3,2,2,2,2,2,3,2
Stigmatizing-14,R,42,Asian,Woman,hetro,19,2,2,3,1,1,1,2,2,3,2
Stigmatizing-21,R,42,Asian,Woman,hetro,14,1,2,2,1,1,1,1,1,2,2
Stigmatizing_Doubt-01,R,42,Asian,Woman,hetro,31,3,4,3,2,3,2,3,4,3,4
Stigmatizing_Doubt-04,R,42,Asian,Woman,hetro,31,3,4,3,2,2,2,4,4,3,4
Stigmatizing_Doubt-07,R,42,Asian,Woman,hetro,25,2,4,3,2,3,2,2,2,3,2
Stigmatizing_Blame-01,R,42,Asian,Woman,hetro,29,3,4,3,2,2,3,3,2,4,3
Stigmatizing_Blame-04,R,42,Asian,Woman,hetro,25,2,4,3,2,3,3,2,1,3,2
Stigmatizing_Blame-07,R,42,Asian,Woman,hetro,31,2,4,3,2,2,2,4,5,3,4
Stigmatizing_Stereotyping-01,R,42,Asian,Woman,hetro,28,3,4,4,2,3,3,2,2,3,2
Stigmatizing_Stereotyping-04,R,42,Asian,Woman,hetro,25,3,4,3,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-07,R,42,Asian,Woman,hetro,23,2,4,3,2,2,1,2,2,3,2
Neutral-01,R,42,Hispanic,Man,hetro,33,3,4,4,2,3,4,3,3,4,3
Stigmatizing-01,R,42,Hispanic,Man,hetro,25,3,4,3,2,2,2,2,2,3,2
Stigmatizing-04,R,42,Hispanic,Man,hetro,23,2,4,3,2,2,1,2,2,3,2
Stigmatizing-07,R,42,Hispanic,Man,hetro,29,2,4,3,2,2,2,2,5,3,4
Stigmatizing-14,R,42,Hispanic,Man,hetro,19,2,3,2,1,1,1,2,2,3,2
Stigmatizing-21,R,42,Hispanic,Man,hetro,22,2,3,3,1,2,2,2,2,3,2
Stigmatizing_Doubt-01,R,42,Hispanic,Man,hetro,29,3,4,4,2,2,2,3,4,2,3
Stigmatizing_Doubt-04,R,42,Hispanic,Man,hetro,28,3,4,3,2,3,4,2,2,3,2
Stigmatizing_Doubt-07,R,42,Hispanic,Man,hetro,24,3,4,2,2,2,2,2,2,3,2
Stigmatizing_Blame-01,R,42,Hispanic,Man,hetro,26,3,4,3,2,3,2,2,2,3,2
Stigmatizing_Blame-04,R,42,Hispanic,Man,hetro,31,3,4,4,2,2,2,3,4,3,4
Stigmatizing_Blame-07,R,42,Hispanic,Man,hetro,22,2,3,2,2,3,2,2,1,3,2
Stigmatizing_Stereotyping-01,R,42,Hispanic,Man,hetro,28,3,2,3,2,2,3,3,4,3,3
Stigmatizing_Stereotyping-04,R,42,Hispanic,Man,hetro,28,3,4,3,2,4,3,2,2,3,2
Stigmatizing_Stereotyping-07,R,42,Hispanic,Man,hetro,24,2,4,3,2,2,2,2,2,3,2
Neutral-01,R,42,Hispanic,Woman,hetro,33,3,4,4,4,3,3,3,2,4,3
Stigmatizing-01,R,42,Hispanic,Woman,hetro,32,3,4,3,4,3,3,3,2,4,3
Stigmatizing-04,R,42,Hispanic,Woman,hetro,25,3,4,3,2,2,2,2,2,3,2
Stigmatizing-07,R,42,Hispanic,Woman,hetro,24,2,4,3,2,2,2,2,2,3,2
Stigmatizing-14,R,42,Hispanic,Woman,hetro,18,2,3,2,1,1,1,2,1,3,2
Stigmatizing-21,R,42,Hispanic,Woman,hetro,14,1,3,2,1,1,1,1,1,2,1
Stigmatizing_Doubt-01,R,42,Hispanic,Woman,hetro,28,2,4,3,2,2,4,2,3,3,3
Stigmatizing_Doubt-04,R,42,Hispanic,Woman,hetro,25,2,4,3,2,3,2,2,2,3,2
Stigmatizing_Doubt-07,R,42,Hispanic,Woman,hetro,24,2,4,3,2,2,2,2,2,3,2
Stigmatizing_Blame-01,R,42,Hispanic,Woman,hetro,29,3,4,3,2,2,3,3,2,4,3
Stigmatizing_Blame-04,R,42,Hispanic,Woman,hetro,28,4,2,3,2,2,2,3,4,3,3
Stigmatizing_Blame-07,R,42,Hispanic,Woman,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing_Stereotyping-01,R,42,Hispanic,Woman,hetro,30,3,4,3,2,2,2,3,4,3,4
Stigmatizing_Stereotyping-04,R,42,Hispanic,Woman,hetro,23,2,3,3,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-07,R,42,Hispanic,Woman,hetro,24,2,4,3,2,2,2,2,2,3,2
Neutral-01,R,43,Black,Man,hetro,34,4,4,4,3,4,3,3,3,3,3
Stigmatizing-01,R,43,Black,Man,hetro,29,3,2,4,2,3,3,3,4,2,3
Stigmatizing-04,R,43,Black,Man,hetro,25,3,4,3,2,2,2,2,2,3,2
Stigmatizing-07,R,43,Black,Man,hetro,27,2,4,2,1,1,2,4,4,3,4
Stigmatizing-14,R,43,Black,Man,hetro,19,2,2,3,1,1,1,2,2,3,2
Stigmatizing-21,R,43,Black,Man,hetro,18,2,3,2,1,1,1,2,1,3,2
Stigmatizing_Doubt-01,R,43,Black,Man,hetro,35,3,4,4,4,4,3,3,3,4,3
Stigmatizing_Doubt-04,R,43,Black,Man,hetro,26,2,4,3,2,3,2,2,2,3,3
Stigmatizing_Doubt-07,R,43,Black,Man,hetro,26,3,4,3,2,3,2,2,2,3,2
Stigmatizing_Blame-01,R,43,Black,Man,hetro,29,3,4,3,4,2,3,3,2,3,2
Stigmatizing_Blame-04,R,43,Black,Man,hetro,26,3,4,3,2,2,3,2,2,3,2
Stigmatizing_Blame-07,R,43,Black,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing_Stereotyping-01,R,43,Black,Man,hetro,34,3,4,4,4,3,4,2,3,4,3
Stigmatizing_Stereotyping-04,R,43,Black,Man,hetro,26,2,4,3,2,3,2,3,2,3,2
Stigmatizing_Stereotyping-07,R,43,Black,Man,hetro,28,3,4,4,2,2,4,2,2,3,2
Neutral-01,R,43,Black,Woman,hetro,31,3,4,4,3,2,3,3,2,4,3
Stigmatizing-01,R,43,Black,Woman,hetro,29,3,4,3,2,3,3,3,2,3,3
Stigmatizing-04,R,43,Black,Woman,hetro,27,2,4,3,2,2,5,2,2,3,2
Stigmatizing-07,R,43,Black,Woman,hetro,24,2,4,3,2,2,2,2,2,3,2
Stigmatizing-14,R,43,Black,Woman,hetro,25,2,4,2,1,1,1,2,5,3,4
Stigmatizing-21,R,43,Black,Woman,hetro,17,1,2,2,1,1,1,2,2,3,2
Stigmatizing_Doubt-01,R,43,Black,Woman,hetro,27,3,2,3,2,2,3,3,4,2,3
Stigmatizing_Doubt-04,R,43,Black,Woman,hetro,30,3,4,4,2,2,3,3,4,2,3
Stigmatizing_Doubt-07,R,43,Black,Woman,hetro,25,2,4,3,2,3,2,2,2,3,2
Stigmatizing_Blame-01,R,43,Black,Woman,hetro,29,3,4,3,2,2,3,3,2,4,3
Stigmatizing_Blame-04,R,43,Black,Woman,hetro,32,2,4,3,4,4,5,2,2,4,2
Stigmatizing_Blame-07,R,43,Black,Woman,hetro,24,2,4,3,2,3,2,2,1,3,2
Stigmatizing_Stereotyping-01,R,43,Black,Woman,hetro,30,3,4,3,4,2,3,3,2,4,2
Stigmatizing_Stereotyping-04,R,43,Black,Woman,hetro,26,2,4,3,2,2,4,2,2,3,2
Stigmatizing_Stereotyping-07,R,43,Black,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Neutral-01,R,43,White,Man,hetro,32,3,4,4,4,2,3,3,2,4,3
Stigmatizing-01,R,43,White,Man,hetro,27,3,2,3,2,2,2,3,4,3,3
Stigmatizing-04,R,43,White,Man,hetro,28,3,4,4,2,3,3,2,2,3,2
Stigmatizing-07,R,43,White,Man,hetro,23,3,4,2,2,2,1,2,2,3,2
Stigmatizing-14,R,43,White,Man,hetro,23,2,3,3,2,2,2,2,2,3,2
Stigmatizing-21,R,43,White,Man,hetro,17,1,2,2,1,1,1,2,2,3,2
Stigmatizing_Doubt-01,R,43,White,Man,hetro,27,3,4,3,2,3,3,2,2,3,2
Stigmatizing_Doubt-04,R,43,White,Man,hetro,24,3,4,2,2,2,2,2,2,3,2
Stigmatizing_Doubt-07,R,43,White,Man,hetro,24,2,4,3,2,2,2,2,2,3,2
Stigmatizing_Blame-01,R,43,White,Man,hetro,27,3,4,3,2,2,3,3,2,3,2
Stigmatizing_Blame-04,R,43,White,Man,hetro,25,3,4,2,2,3,2,2,2,3,2
Stigmatizing_Blame-07,R,43,White,Man,hetro,29,2,4,3,1,1,2,4,5,3,4
Stigmatizing_Stereotyping-01,R,43,White,Man,hetro,27,3,4,3,2,2,3,2,2,3,3
Stigmatizing_Stereotyping-04,R,43,White,Man,hetro,26,2,4,3,2,2,4,2,2,3,2
Stigmatizing_Stereotyping-07,R,43,White,Man,hetro,25,3,4,3,2,2,2,2,2,3,2
Neutral-01,R,43,White,Woman,hetro,30,3,4,4,2,3,3,3,2,3,3
Stigmatizing-01,R,43,White,Woman,hetro,29,3,4,3,2,4,3,2,2,3,3
Stigmatizing-04,R,43,White,Woman,hetro,0,,,,,,,,,,
Stigmatizing-07,R,43,White,Woman,hetro,22,2,3,3,2,2,1,2,2,3,2
Stigmatizing-14,R,43,White,Woman,hetro,23,2,4,3,2,2,1,2,2,3,2
Stigmatizing-21,R,43,White,Woman,hetro,21,2,3,2,2,2,2,2,1,3,2
Stigmatizing_Doubt-01,R,43,White,Woman,hetro,28,3,4,3,2,4,3,2,2,3,2
Stigmatizing_Doubt-04,R,43,White,Woman,hetro,0,,,,,,,,,,
Stigmatizing_Doubt-07,R,43,White,Woman,hetro,23,2,3,3,2,2,2,2,2,3,2
Stigmatizing_Blame-01,R,43,White,Woman,hetro,32,3,4,4,2,2,4,3,3,4,3
Stigmatizing_Blame-04,R,43,White,Woman,hetro,27,3,4,2,2,2,2,3,4,2,3
Stigmatizing_Blame-07,R,43,White,Woman,hetro,23,2,4,3,2,2,1,2,2,3,2
Stigmatizing_Stereotyping-01,R,43,White,Woman,hetro,27,2,4,3,2,3,2,2,3,4,2
Stigmatizing_Stereotyping-04,R,43,White,Woman,hetro,22,2,3,3,2,2,1,2,2,3,2
Stigmatizing_Stereotyping-07,R,43,White,Woman,hetro,26,2,4,3,2,3,2,2,3,3,2
Neutral-01,R,43,Asian,Man,hetro,28,3,4,3,2,3,3,3,2,3,2
Stigmatizing-01,R,43,Asian,Man,hetro,27,2,4,3,2,3,2,2,3,4,2
Stigmatizing-04,R,43,Asian,Man,hetro,23,2,3,3,2,2,2,2,2,3,2
Stigmatizing-07,R,43,Asian,Man,hetro,24,2,4,3,2,2,2,2,2,3,2
Stigmatizing-14,R,43,Asian,Man,hetro,20,2,3,2,2,1,1,2,2,3,2
Stigmatizing-21,R,43,Asian,Man,hetro,17,1,2,2,1,1,1,2,2,3,2
Stigmatizing_Doubt-01,R,43,Asian,Man,hetro,29,3,4,4,2,2,3,3,2,3,3
Stigmatizing_Doubt-04,R,43,Asian,Man,hetro,25,3,4,3,2,2,2,2,2,3,2
Stigmatizing_Doubt-07,R,43,Asian,Man,hetro,29,3,4,4,2,4,3,2,2,3,2
Stigmatizing_Blame-01,R,43,Asian,Man,hetro,27,3,2,3,2,2,2,3,4,3,3
Stigmatizing_Blame-04,R,43,Asian,Man,hetro,28,3,4,3,2,3,2,3,2,3,3
Stigmatizing_Blame-07,R,43,Asian,Man,hetro,23,2,4,2,2,3,2,2,1,3,2
Stigmatizing_Stereotyping-01,R,43,Asian,Man,hetro,25,3,2,3,2,3,2,3,2,3,2
Stigmatizing_Stereotyping-04,R,43,Asian,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-07,R,43,Asian,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
